ID;Bibl. Eintrag;Schranknummer - Praun'scher Katalog;Rang - Praun'scher Katalog;Titelreihenfolge - Praun'scher Katalog;Systemtische Zuordnung - Praun'scher Katalog;Imagez‰hlung Digitalisat - Praun'scher Katalog;Katalogseitenz‰hlung- Praun'scher Katalog;Katalogeintrag Praun'scher Katalog;Erg‰nzungen zum Katalogeintrag - Praun'scher Katalog;PPN-Nummer Manifestationsebene;Anmerkungen - Praun'scher Katalog und edit.;Bandz‰hlung - katalog¸bergreifend;PPN-Nummer Exemplarebene - Ex. 1;HAB  Exemplare;Sammlungszugehˆriges Exemplar mit Provenienzen;Aufstellungssystematik Mittlere Aufstellung;Signatur- und Provenienzpr¸fung;Ergebnis Magazin- und Provenienzpr¸fung;Alle im OPAC nachgewiesen Provenienzen HAB;Provenienz Zuordnung namentlich;Bibliographische Gattung und Status;Sprachcode;OPAC Haupttitel;Erscheinungsjahr;Erscheinungsort OPAC - 4030 -;Erscheinungsort normiert GND;Erscheinungsort GND-Nummer;Erscheinungsort normiert TGN;TGN-Nummer;1. Verfasser Vorname -3000;1. Verfasser Nachname - 3000;1. Verfasser normiert;Wikidata-ID;sex or gender;1. Verfasser GND-Nummer;Geschlecht;1. Weiterer Verfasser Vorname -3001;1. Weiterer Verfasser Nachname - 3001;1. Weiterer Verfasser GND - 3001 2;Geschlecht2;2. Weiterer Verfasser Vorname - 3002;2. Weiterer Verfasser Nachname - 3002;2. Weitere Verfasser GND - 3002 2;Geschlecht3;1. Weitere Person Vorname -3010;1. Weitere Person Nachname -3010;1. Weitere Person GND - 3010 2;Geschlecht4;2. Weitere Person Vorname - 3010;2. Weitere Person Nachname -3010;Geschlecht5;2. Weitere Person GND - 3010 2;1. Sonstige Person Vorname - 3050;1. Sonstige Person Nachname - 3050;1. Sonstige Person GND - 3050 2;2. Sonstige Person Vorname - 3050;2. Sonstige Person Nachname - 3050;2. Sonstige Person GND - 3050 2;3. Sonstige Person Vorname - 3050;3. Sonstige Person Nachname - 3050;4. Sonstige Person Nachname - 3050;3. Sonstige Person GND - 3050 2
1018;1007;VIII;(d) 4. rang, in octav.;102;;136;108;Dictionaire comique satirique critiq, burlesque et proverbial, par. P. J. le Roux. Amst. 1718.;;150254059;;1;150254059;M: Kb 248;;Sprachwissenschaft - Lexikographie;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Dictionaire Comique, Satyrique, Critique, Burlesque, Libre & Proverbial;1718;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Philibert-Joseph;Le Roux;Philibert-Joseph Le Roux;Q10205572;male;129042307;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1019;1008;VIII;(d) 4. rang, in octav.;103;;136;108;Conversations sur divers sujets. Par. 1688.;;151488096;;1;151488096;M: Lm 3371b;M: Lm 3371b;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Conversations sur divers sujets;1680;Paris;Paris;4044660-8;Paris;tgn/7008038;Madeleine;ScudÈry;Madeleine de ScudÈry;Q237095;female;119069563;Weiblich;;;;;;;;;;;;;;;;;;;;;;;;;;
1020;1009;VIII;(d) 4. rang, in octav.;104;;136;108;Tr. des finances et de la faisse mon?oie des Romains, avec une diss. sur la maniere de discerner les medailles antiques d'avec les contrefaites. Par. 1740.;;151693285;;1;151693285;M: Gg 50;M: Gg 50;Geschichte - Rˆmische Geschichte;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;TraitÈ des finances et de la fausse monnaie des Romains;1740;Paris;Paris;4044660-8;Paris;tgn/7008038;FranÁois;Chassepol;FranÁois de Chassepol;Q104029033;male;1055507388;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
1021;1010;VIII;(d) 4. rang, in octav.;105;;137;109;Poesies de M. de la Mon?oye Haye 1716.;;150247702;;1;150247702;M: Lm 2032;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aau;fre;Poesies De M. De La Monnoye, De L'Academie Francoise;1716;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Bernard;La Monnoye;Bernard de la Monnoye;Q2898822;male;100027970;M‰nnlich;;;;;;;;;Albert-Henri;Sallengre;100020836;Unbekannt;;;;;;;;;;;;;;
1022;1011;VIII;(d) 4. rang, in octav.;106;;137;109;Introd. ‡ la con?oissance de l'esprit humain. Par. 1746.;;137537204;;1;137537204;M: Lm 3606;M: Lm 3606;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aaus;fre;Introduction A La Connoissance De L'Esprit Humain, Suivie De Reflexion Et De Maximes;1746;Paris;Paris;4044660-8;Paris;tgn/7008038;Luc de Clapiers;Vauvenargues;Luc de Clapiers, marquis de Vauvenargues;Q551730;male;118767410;M‰nnlich;;;;;;;;;...;Jolly;;;;;;;;;;;;;;;;
1023;1012;VIII;(d) 4. rang, in octav.;107;;137;109;L'hom?e de cour de B. Gracien, trad. par M. Amelot de la Holissaie Par. 1693.;;151606609;;1;151606609;M: Ll 132;M: Ll 132;Literatur - Spanische und portugiesische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: NN / Autogramm / Tektur, Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;L'Homme de cour;1693;Paris;Paris;4044660-8;Paris;tgn/7008038;Baltasar;Graci·n y Morales;Baltasar Graci·n;Q360512;male;118696874;M‰nnlich;;;;;;;;;Abraham Nicolas;Amelot de la Houssaie;100008569;M‰nnlich;;;;;;;;;;;;;;
1024;1013;VIII;(d) 4. rang, in octav.;108;;137;109;Les hom?es. Par. 1727.;;151808597;;1;151808597;M: Lm 3587;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Les Hommes;1727;Paris;Paris;4044660-8;Paris;tgn/7008038;Jacques Philippe;Varennes;Varennes, Jacques Philippe de;;male;129890243;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
1025;1014;VIII;(d) 4. rang, in octav.;109-112;;137;109;Nouv. recueil de pieces fugitives d'hist. de literativa, par M. AbbÈ Archimbaud. Par. 1717. T. I. II. III. IV.;;150822014;;4;150822022;M: Lm 124;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acr;fre;Nouveau Recueil de piÈces fugitives d'histoire, de littÈrature, ^etc.;1717;Paris;Paris;4044660-8;Paris;tgn/7008038;...;Archimbaud;Archimbaud, ...;;unbekannt;100014127;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
1026;1015;VIII;(d) 4. rang, in octav.;113-114;;137;109;Oeuvres de M. Honorat de Beuil Chev. Sgr de Racan, Par. 1724. T. I. II.;;151598673;;2;196201098;M: Lm 2947:1;M: Lm 2947:1;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acu;fre;Les åuvres de Honorat de Beuil Chevalier Seigneur de Racan;1724;Paris;Paris;4044660-8;Paris;tgn/7008038;Honorat de Bueil;Racan;Honorat de Bueil, seigneur de Racan;Q2428109;male;119054698;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
1027;1016;VIII;(d) 4. rang, in octav.;115;;137;109;Hist. de la conquete de roiaume de Jerusalem sur les chretiens, par Saladin, Par. 1679.;;151314012;;1;151314012;M: Gv 543;M: Gv 543;Geschichte - Asien;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Histoire de la conqueste du royaume de JÈrusalem sur les Chrestiens par Saladin;1679;Paris;Paris;4044660-8;Paris;tgn/7008038;;;;;;;;;;;;;;;;...;Cabart de Villermont;1055590749;Unbekannt;Samuel;Broe??;Unbekannt;12403327X;;;;;;;;;;
1028;1017;VIII;(d) 4. rang, in octav.;116;;137;109;Tr. du Poeme epique, par le P. le Bossu, Par. 1692.;;150890834;;1;150890834;M: Um 126;;Kunst - Poetik und Rhetorik;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;TraitÈ du poÈme epique;1693;Paris;Paris;4044660-8;Paris;tgn/7008038;RenÈ;Le Bossu;RenÈ Le Bossu;Q3426481;male;100186793;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
1029;1018;VIII;(d) 4. rang, in octav.;117;;137;109;Saisons literaires, ou melanges de poesie de'hist. et de critique. Par. 1714.;;150895941;;1;15089595X;M: Lm 268;M: Lm 268;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Saisons littÈraires ou MÈlanges de poÈsie, d'histoire et de critique.;1714;Paris;Paris;4044660-8;Paris;tgn/7008038;Marie Anne;Barbier;Marie Anne Barbier;Q464431;female;104348380;Weiblich;;;;;;;;;;;;;;;;;;;;;;;;;;
1030;1019;VIII;(d) 4. rang, in octav.;118;;137;109;Tr. de la SocietÈ civile, ou du moien de se rendre heureux, en contribuant au bonheur des person?es, avec qui l'on vit, par le P. Buffier. Rouen 1726.;;14989354X;;1;14989354X;M: Rp 80;M: Rp 80;Recht - Naturrecht;Provenienzen bereits im OPAC nachgewiesen;;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;TraitÈ de la sociÈtÈ civile, et du moyen de se rendre heureux, en contribuant au bonheur des pÈrsonnes avec qui l'on vit;1726;Paris;Paris;4044660-8;Paris;tgn/7008038;Claude;Buffier;Claude Buffier;Q722978;male;120570939;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
1031;1020;VIII;(d) 4. rang, in octav.;119;;137;109;Tr. de la civilitÈ, qui se pratique en France parmi les hon?etes gens. Par. 1682.;;150292503;;1;150292503;M: Lm 901;M: Lm 901;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Rocoulle, Marthe ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Nouveau TraitÈ de la civilitÈ, qui se pratique en France parmi les honnestes gens;1682;Paris;Paris;4044660-8;Paris;tgn/7008038;Antoine;Courtin;Antoine de Courtin;Q5612617;male;120374307;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1032;1021;VIII;(d) 4. rang, in octav.;120;;138;110;Conference de M. le Brun, pr Peintre du Roi sur l'expression generale et particuliere. Amst. 1698.;;150891091;;1;150891091;M: Ug 95;M: Ug 95;Kunst - Plastik und Malerei;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Conference de Monsieur LeBrun;1698;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Charles;Le Brun;Charles Le Brun;Q271676;male;118779141;Unbekannt;;;;;;;;;Bernard;Picart;123379636;M‰nnlich;;;;;;;;;;;;;;
1033;1022;VIII;(d) 4. rang, in octav.;121;;138;110;Considerations sur le com?erce, et sur l'argent, par M. Law. Haie 1720.;;139974032;;1;139974032;M: Sd 185;M: Sd 185;Staatswissenschaften - Wirtschafts- und Finanzwissenschaften [III];Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aaus;fre;Considerations Sur Le Commerce Et Sur L'Argent;1720;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;John;Law;John Law;Q312694;male;118726838;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1034;1023;VIII;(d) 4. rang, in octav.;122;;138;110;Melange des pieces fugitives, Varsovie ridicule, p. Londr. 1740.;;15180916X;;1;15180916X;M: Lm 4320;M: Lm 4320;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Varsovie ridicule, et autres piÈces nouvelles. ...;1740;Londres;London;4074335-4;London;tgn/7011781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1035;1024;VIII;(d) 4. rang, in octav.;123;;138;110;Histoire de Me la C. des Barres ‡ Me la Mise de Lambert. Anv. 1735.;;150792972;;1;150792972;M: Lm 792;M: Lm 792;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie>;Aar;fre;Histoire de Mme la Ctesse Des Barres, ‡ Mme la Mise de Lambert;1735;Anvers;Antwerpen;4002364-3;Antwerpen;tgn/7003456;FranÁois-TimolÈon;Choisy;FranÁois-TimolÈon de Choisy;Q970490;male;118675966;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1036;1025;VIII;(d) 4. rang, in octav.;124;;138;110;De la Chevallerie ancien?e et moderne avec la maniere d'en faire le preuves, par le P. Fr. Menetrier. Par. 1683.;;15161329X;;1;15161329X;M: Tq 806;M: Tq 806;Staatswissenschaften - Orden, christliche Gruppen;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-L¸neburg, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;De la Chevalerie ancienne et moderne, avec la maniÈre den faire les preuves, pour tous les ordres de chevalerie.;1683;Paris;Paris;4044660-8;Paris;tgn/7008038;Claude-FranÁois;Menestrier;Claude-FranÁois MÈnestrier;Q687932;male;118783254;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1037;1026;VIII;(d) 4. rang, in octav.;125;;138;110;De la Delicatesse, Par. 1671.;;150316011;;1;150316011;M: Lm 2641b;M: Lm 2641b;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;De la DÈlicatesse;1671;Paris;Paris;4044660-8;Paris;tgn/7008038;Nicolas Pierre Henri;Montfaucon de Villars;Henri de Montfaucon de Villars;Q3339994;male;10057307X;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
1038;1027;VIII;(d) 4. rang, in octav.;126;;138;110;Miroir pour les personnes coleres, Liege 1686.;;150308647;;1;150308647;M: Lm 4194;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Miroir pour les personnes coleres, ou en dÈcouvrant les mal-heureux effets de cette passion, l'on trouve au mËme-tems les moyens de s'en guerir;1686;Liege;L¸ttich;4074361-5;LiËge;tgn/7003460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039;1028;VIII;(d) 4. rang, in octav.;127;;138;110;De l'education d'un Prince par le Sr de Chanteresne, Par. 1671.;;22480166X;;1;22480166X;M: Sf 638;;Staatswissenschaften - Staatslehre und Politik;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;De L'Edvcation D'Vn Prince;1670;Paris;Paris;4044660-8;Paris;tgn/7008038;Pierre;Nicole;Pierre Nicole;Q719942;male;119115549;Unbekannt;;;;;;;;;N.;Petitpied;;;P.;Boileau;;;;;;;;;;;;
1040;1029;VIII;(d) 4. rang, in octav.;128;;138;110;Les illustres Proverbes historiques. Par. 1657.;;151662606;;1;151662606;M: Lb 72;M: Lb 72;Literatur - Sprichwˆrtersammlungen u. ‰.;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Les illustres Proverbes historiques, ou recueil de deverses questions curieuses, pour se divertir agrÈablement dans les compagnies ...;1657;Paris;Paris;4044660-8;Paris;tgn/7008038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1041;1030;VIII;(d) 4. rang, in octav.;129;;138;110;Le Courier devalisÈ, publie par G. Spironcini. Villefr. 1644.;;151096023;;1;151096023;M: Gh Sammelbd. 2 (1), A: 138.5 Eth. (3), A: 140.32 Rhet. (1);M: Gh Sammelbd. 2 (1);Geschichte - Italien;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aaus;fre;Le Covrrier DesvalisÈ;1644;Villefranche;Villefranche;4119435-4;Villefranche;tgn/7601391;Ferrante;Pallavicino;Ferrante Pallavicino;Q3743016;male;128458992;Unbekannt;;;;;;;;;;;;;;;;;;;;Lelio;Talentoni;;;;;
1042;1031;VIII;(d) 4. rang, in octav.;130;;138;110;Methode pour apprendre facilement l'hist. Romaine. Bruss. 1701.;;151447624;;1;151447624;M: Gg 336;M: Gg 336;Geschichte - Rˆmische Geschichte;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aaus;fre;Methode Pour Apprendre Facilement L'Histoire Romaine;1701;Brusselle;Br¸ssel;4008460-7;Bruxelles;tgn/7007868;...;Fourcroy;Fourcroy, ... de;;male;1055309977;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1043;1032;VIII;(d) 4. rang, in octav.;131;;138;110;La consolation de la philosophie, trad. du latin de Boece, Par. 1711.;;151426147;;1;151426147;M: Lh 113;;Literatur - Rˆmische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;La Consolation De La Philosophie;1711;Paris;Paris;4044660-8;Paris;tgn/7008038;Anicius Manlius Severinus;Boethius;Anicius Manlius Severinus Boethius;Q102851;male;11851282X;M‰nnlich;;;;;;;;;Nicolas;Regnier;1157872182;M‰nnlich;;;;;;;;;;;;;;
1044;1033;VIII;(d) 4. rang, in octav.;132;;138;110;Nouv. conversations de morale par M. de S. D. R. Haie 1692.;;151488010;;1;151488029;M: Lm 3368;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acr;fre;Nouvelles Conversations de morale;1692;LaHaye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Madeleine;ScudÈry;Madeleine de ScudÈry;Q237095;female;119069563;Weiblich;;;;;;;;;;;;;;;;;;;;;;;;;;
1045;1034;VIII;(d) 4. rang, in octav.;133;;138;110;De l'excellence des hom?es entre l'egalitÈ des Sexes. Par. 1679.;;151383235;;1;151383235;M: Lm 1867:2;M: Lm 1867:2;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Provenienz: Weidner, J. W / Autogramm;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;De l`Excellence des hommes, contre l'ÈgalitÈ des sexes;1679;Paris;Paris;4044660-8;Paris;tgn/7008038;FranÁois;LaBarre;FranÁois Poullain de la Barre;Q1388233;male;105559275X;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
1046;1035;VIII;(d) 4. rang, in octav.;134-135;;139;111;Remarques sur la langue franÁoise de M. de Vaugelas, avec des notes de T. Corneille. Amst. 1690. T. I. II.;;151824665;;2;151824673;M: Kl 165:1;M: Kl 165:1;Sprachwissenschaft - Franzˆsische Grammatik;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acus;fre;Remarques Sur La Langue FranÁoise De Monsieur Vaugelas;1690;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Claude Favre;Vaugelas;Claude Favre de Vaugelas;Q560343;male;118804014;M‰nnlich;;;;;;;;;Thomas;Corneille;118670115;Unbekannt;;;;;;;;;;;;;;
1047;1036;VIII;(d) 4. rang, in octav.;136;;139;111;Memoire concernant la precieuse plante du Ginseng de Tartarie, decouverte en Canada. Par. 1718.;;151530114;;1;151530114;M: Ng 197;M: Ng 197;Naturwissenschaften - Botanik;Provenienzen bereits im OPAC nachgewiesen;;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;MÈmoire prÈsentÈ ‡ son Altesse Royale Monseigneur le Duc d'OrlÈans, regent du royaume de France, concernant la prÈcieuse plante du Gin seng de Tartarie, dÈcouverte en Canada;1718;Paris;Paris;4044660-8;Paris;tgn/7008038;Joseph FranÁois;Lafitau;Joseph-FranÁois Lafitau;Q601031;male;104173068;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1048;1037;VIII;(d) 4. rang, in octav.;137;;139;111;Tr. du flux et reflux de la mer, par le P. Alexandre, Par. 1726.;;150142315;;1;150142315;M: Nf 114;M: Nf 114;Naturwissenschaften - Geologie und Mineralogie;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;TraitÈ du flux et reflux de la mer;1726;Paris;Paris;4044660-8;Paris;tgn/7008038;Jacques;Alexandre;Alexandre, Jacques;;male;1157860370;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
1049;1038;VIII;(d) 4. rang, in octav.;138;;139;111;Origine des postes chez les anciens et les modernes, par M. Lequien de la Neufille. Par. 1708.;;21631304X;;1;21631304X;M: Ob 274, M: Ob 275;M: Ob 275;Naturwissenschaften - Handel und Verkehr;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Origine des postes chez les anciens et chez les modernes;1708;Paris;Paris;4044660-8;Paris;tgn/7008038;Jacques;Le Quien de la Neufville;Jacques Le Quien de La Neufville;Q3159321;male;1055160264;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1050;1039;VIII;(d) 4. rang, in octav.;139;;139;111;L'art de succer les plaies sans le servir de la bouche d'un hom?e, par D. Anel. Amst. 1708.;;151705348;;1;151705348;M: Mk 401;;Medizin - Chirurgie;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;L'Art de succer les plaies sans se servir de la bouche d'un homme. Avec un Discours d'un spÈcifique propre ‡ prÈvenir certaines maladies vÈnÈriennes jusques ‡ prÈsent inconnu (Discours pour prouver qu'il est possible de prÈvenir certaines maladies vÈnÈrienes par le moien d'un spÈcifique).;1707;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Dominique;Anel;Dominique Anel;Q2073780;male;124566782;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
