ID - Katalog Ende 18. Jh.;Imagez‰hlung - Digitalisat Katalog Ende 18. Jh.;Katalogseitenz‰hlung - Katalog Ende 18. Jh.;Schrankposition - Katalog Ende 18. Jh.;Titelreihenfolge - Katalog Ende 18. Jh.;Katalogeintrag Katalog Ende 18. Jh.;PPN-Nummer Manifestationsebene;Edit. Anmerkungen ;Bandz‰hlung;PPN-Nummer Exemplarebene - Ex. 1;HAB  Exemplare;Sammlungszugehˆriges Exemplar mit Provenienzen;Aufstellungssystematik Mittlere Aufstellung;Signatur- und Provenienzpr¸fung;Ergebnis Magazin- und Provenienzpr¸fung;Alle im OPAC nachgewiesen Provenienzen HAB;Provenienz Zuordnung namentlich;Bibliographische Gattung und Status;Sprachcode;OPAC Haupttitel;Erscheinungsjahr;Erscheinungsort OPAC - 4030 -;Erscheinungsort normiert GND;Erscheinungsort GND-Nummer;Erscheinungsort normiert TGN;TGN-Nummer;1. Verfasser Vorname -3000;1. Verfasser Nachname - 3000;1. Verfasser normiert;Wikidata-ID;sex or gender;1. Verfasser GND-Nummer;Geschlecht;1. Weiterer Verfasser Vorname -3001;1. Weiterer Verfasser Nachname - 3001;1. Weiterer Verfasser GND - 3001 2;Geschlecht2;2. Weiterer Verfasser Vorname - 3002;2. Weiterer Verfasser Nachname - 3002;2. Weitere Verfasser GND - 3002 2;Geschlecht3;1. Weitere Person Vorname -3010;1. Weitere Person Nachname -3010;1. Weitere Person GND - 3010 2;Geschlecht4;2. Weitere Person Vorname - 3010;2. Weitere Person Nachname -3010;Geschlecht5;2. Weitere Person GND - 3010 2;1. Sonstige Person Vorname - 3050;1. Sonstige Person Nachname - 3050;1. Sonstige Person GND - 3050 2;2. Sonstige Person Vorname - 3050;2. Sonstige Person Nachname - 3050;2. Sonstige Person GND - 3050 2;3. Sonstige Person Vorname - 3050;3. Sonstige Person Nachname - 3050;3. Sonstige Person GND - 3050 2
1248;186;184;IX. Arm. 2. Rang in Oktavo;38-40;L' OdyssÈe d' Homere trad par Mme Dacier ‡ Amsterdam 1731. T. I-3.;171734807;;3;171735455;M: Lg 1098:4;M: Lg 1098:4;Literatur - Griechische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-L¸neburg (vgl. von Praun'scher Katalog): VII.g.226, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Acus;fre;Les Oeuvres D'Homere;1731;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Homerus;;Homer;Q6691;male;11855333X;M‰nnlich;;;;;;;;;Anne;Dacier;118670840;Weiblich;;;;;;;;;;;;;
1249;187;185;IX. Arm 3 RangÈe in oktavo traductions des auteurs anciens;1;SupplÈment, contenant la vie d' Homere. Amsterdam 1731;171734807;;1;171735609;M: Lg 1098:7;M: Lg 1098:7;Literatur - Griechische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-L¸neburg (vgl. von Praun'scher Katalog): VII.g.228, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>;Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-L¸neburg (vgl. von Praun'scher Katalog): VII.g.228, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>;Acus;fre;Les Oeuvres D'Homere;1731;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Homerus;;Homer;Q6691;male;11855333X;M‰nnlich;;;;;;;;;Anne;Dacier;118670840;Weiblich;;;;;;;;;;;;;
1250;187;185;IX. Arm. 3. Rang in Oktavo;2;Les oeuvres d' AnacrÈon et de Sapho, trad du grec par M. de Longepierre ‡ Paris 1692.;151216487;;1;151216487;M: Lg 119, Xd 8∞ 693;M: Lg 119;Literatur - Griechische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-L¸neburg, Hs. Besitzvermerk u. Notiz: C. L. v. Schwalenberg. I. A. b)d, Nro. 12., Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aau;fre;Les Oeuvres D'AnacrÈon Et De Sapho;1692;Paris;Paris;4044660-8;Paris;tgn/7008038;Anacreon;;Anacreon;Q213484;male;118649035;Unbekannt;Sappho;;118605534;Weiblich;;;;;Hilaire Bernard de Requeleyne;Longepierre;100514200;Unbekannt;;;;;;;;;;;;;
1251;187;185;IX. Arm. 3. Rang in Oktavo;03. Apr;Les caractËres de ThÈophraste avec les caractËres ou moeurs de ce siÈcle de M. de la Bruyere par M. Coste ‡ Amsterdam 1743. T. I, 2.;151800650;;2;151800650;M: Lm 1898;M: Lm 1898;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aar;fre;Les CaractÈres;1743;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Theophrastus;;Theophrastus;Q160362;male;118621793;Unbekannt;;;;;;;;;Pierre;Coste;11900478X;M‰nnlich;;;;;;;;;;;;;
1252;187;185;IX. Arm. 3. Rang in Oktavo;05. Jul;Histoire d' Herodote trad par M. du Ryer ‡ Paris 1713 T. I-3.;191828335;;3;19182853X;M: Lg 997:1;M: Lg 997:1;Literatur - Griechische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Les histories d'HÈrodote;1713;Paris;Paris;4044660-8;Paris;tgn/7008038;Herodotus;;Herodotos;Q26825;male;118549855;M‰nnlich;;;;;;;;;Pierre;Du Ryer;118888552;M‰nnlich;;;;;;;;;;;;;
1253;187;185;IX. Arm. 3. Rang in Oktavo;08. Sep;Satyres de Petrone par M. de Boispreaux ‡ la Haye 1742 T. I, 2.;15165784X;;2;252246160;M: Lh 1633;M: Lh 1633;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;Satyre;1742;LaHaye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Petronius;Arbiter;Petronius;Q47180;male;118593293;M‰nnlich;;;;;;;;;BÈnigne;Dujardin;100048307;M‰nnlich;;;;;;;;;;;;;
1254;187;185;IX. Arm 3 RangÈe in oktavo - traduc- tions des auteurs anciens;Okt 13;Vie d' Apollonius de Tyane par Philostrate ‡ Berlin 1774. T. I-4.;19351589X;;4;19351592X;M: Lg 1610:1;M: Lg 1610:1;Literatur - Griechische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Monogramm: PC [d.i. Philippine Charlotte, Herzogin zu Braunschweig-L¸neburg], Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Initiale, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Initiale;Acus;fre;Vie D'Apollonius De Tyane;1774;Berlin;Berlin;4005728-8;Berlin;tgn/7003712;Flavius;Philostratus;Philostratus;Q2274948;male;118594044;M‰nnlich;;;;;;;;;Charles;Blount;118840568;Unbekannt;Friedrich;Castillon;M‰nnlich;11647243X;Apollonius;Tyanensis;118503685;;;;;;
1255;187;185;IX. Arm 3 RangÈe in oktavo - traduc- tions des auteurs anciens;14-16;Ammien Marcellin ou les 18 livres de son histoire qui nous sont restÈs ‡ Berlin 1775 T. I-3.;15081741X;;3;15081741X;M: Lh 12;M: Lh 12;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aar;lat;[Res gestae ^<franz.>] ou ^les dixhuit livres de son histoire qui nous sont restÈs. Trad. en franÁois;1775;Berlin;Berlin;4005728-8;Berlin;tgn/7003712;Ammianus Marcellinus;;Ammianus Marcellinus;Q172198;male;118502581;M‰nnlich;;;;;;;;;Guillaume;Moulines;100993427;Unbekannt;;;;;;;;;;;;;
1256;187;185;IX. Arm. 3. Rang in Oktavo;17-24;Oeuvres d' Horace, trad par M. Dacier et le P. Sandon ‡ Amsterdam 1735. T. I-8.;150870531;;8;15087054X;M: Lh 1011;M: Lh 1011;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;lat;Oeuvres;1735;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Quintus;Horatius Flaccus;Horace;Q6197;male;118553569;M‰nnlich;;;;;;;;;Noe??l Etienne;Sanadon;100270565;M‰nnlich;AndrÈ;Dacier;M‰nnlich;118523228;;;;;;;;;
1257;187;185;IX. Arm. 3. Rang in Oktavo;25;Les guerres d' Alexandre par Arrien, trad par N. Perrot ‡ Paris 1664.;151248028;;1;151248028;M: Lg 427;;Literatur - Griechische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Les guerres d'Alexandre;1664;Paris;Paris;4044660-8;Paris;tgn/7008038;Flavius;Arrianus;Arrian;Q31845;male;118504436;M‰nnlich;;;;;;;;;Nicolas Perrot;Ablancourt;123853850;Unbekannt;;;;;;;;;;;;;
1258;188;186;IX. Arm. 3. Rang in Oktavo;26-27;Histoire universelle de Trogue PompÈe, reduite en abrÈgÈ par Justin, trad par M. D. L. M. 1694 T. I, 2.;150881452;;2;301981604;M: Lh 1109:1;Xd 8∞ 1112:1;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Montbail;Hs. Besitzvermerk: De Montbail;;Acus;fre;Histoire Universelle De Trogue PompÈe;1694;[S.l.];ohne Ort;;;;Marcus Iunianus;Iustinus;Justin;Q210853;male;11871435X;Unbekannt;;;;;;;;;Pompeius Trogus;;118595644;Unbekannt;Louis;Ferrier de la MartiniËre;Unbekannt;142073199;;;;;;;;;
1259;188;186;IX. Arm. 3. Rang in Oktavo;28-30;Les lettres de Pline le jeune, ‡ Paris 1721. T. I-3.;150941730;;3;519935969;M: Lh 1790;M: Lh 1790;Literatur - Rˆmische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Monogramm P C auf Buchdeckel, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm;Acus;fre;Les Lettres De Pline Le Jeune;1721;Paris;Paris;4044660-8;Paris;tgn/7008038;Gaius;Plinius Caecilius Secundus;Pliny the Younger;Q168707;male;118595091;M‰nnlich;;;;;;;;;Louis;Sacy;104102489;Unbekannt;;;;;;;;;;;;;
1260;188;186;IX. Arm. 3. Rang in Oktavo;31-32;Q. Curce de la vie et des actions d' Alexandre le Grand de la traduction de M. de Vaugelas ‡ la Haye 1727 T. I, 2.;151068836;;2;151068836;M: Lh 766;M: Lh 766;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aar;lat;De la vie et des actions d'Alexandre le Grand;1727;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Quintus;Curtius Rufus;Quintus Curtius Rufus;Q5959;male;118523074;Unbekannt;;;;;;;;;Claude Favre;Vaugelas;118804014;M‰nnlich;Johann;Freinsheim;Unbekannt;116750146;;;;;;;;;
1261;188;186;IX. Arm. 3. Rang in Oktavo;33-34;Lucien de la traduction de Perrot d' Ablencourt ‡ Amsterdam 1709 T. I, 2.;217067085;;2;21706714X;M: Lg 1414:1;M: Lg 1414:1;Literatur - Griechische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Monogramm: PC [d.i. Philippine Charlotte, Herzogin zu Braunschweig-L¸neburg], Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm;Acu;fre;Lucien, De La Traduction De N. Perrot, Sr. D'Ablancourt. Avec des Remarques sur la Traduction.;1709;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Lucianus;Samosatensis;Lucian of Samosata;Q177847;male;118575228;M‰nnlich;;;;;;;;;Nicolas Perrot;Ablancourt;123853850;Unbekannt;;;;;;;;;;;;;
1262;188;186;IX. Arm 3 RangÈe in oktavo - traduc- tions des auteurs anciens;35-36;Les oeuvres de Lucrece ‡ Lyon 1695 T. I, 2.;151046247;;2;151046255;M: Lh 1325;M: Lh 1325;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;lat;De la Nature des choses;1695;Lyon;Lyon;4036770-8;Lyon;tgn/8728756;Titus;Lucretius Carus;Lucretius;Q47154;male;118575236;M‰nnlich;;;;;;;;;Jacques Parrain;Des Coutures;100104665;Unbekannt;;;;;;;;;;;;;
1263;188;186;IX. Arm 3 RangÈe in oktavo - traduc- tions des auteurs anciens;37;Histoire de C. Velleius Paterculus de l' ancienne histoire Romaine et GrÈcque.;151178550;;1;151178550;M: Lh 2478;M: Lh 2478;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aar;lat;Histoire de ..., de l'ancienne histoire romaine et grÈque;1710;[Limoges];Limoges;4035770-3;Limoges;tgn/7008410;Velleius;Paterculus;Marcus Velleius Paterculus;Q316098;male;118767925;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
1264;188;186;IX. Arm. 3. Rang in Oktavo;38-39;Trois ouvrages de Xenophon, trad par M. Coste, par M. Perrot d' Ablencourt et par M. Charpentier ‡ Amsterdam 1745. T. I, 2.;142701939;;2;142701955;M: Lg 2243:1 (1);M: Lg 2243:1 (1);Literatur - Griechische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acu;fre;Trois Ouvrages De Xenophon;1744;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Xenophon;;Xenophon;Q129772;male;118635808;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
1265;189;187;IX. Arm 4 RangÈe in oktavo et duode- zimo - traductions des auteurs anciens;01. Mrz;Les Ècrivains de l' histoire d`Auguste, trad en franÁois ‡ Berlin 1783 T. I-3.;150666144;;3;150666152;M: Lh 2846;;Literatur - Rˆmische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acr;fre;Les …crivains de l'histoire Auguste;1783;Berlin;Berlin;4005728-8;Berlin;tgn/7003712;;;;;;;;;;;;;;;;Guillaume;Moulines;100993427;Unbekannt;;;;;;;;;;;;;
1266;189;187;IX. Arm 4 RangÈe in oktavo et duode- zimo - traductions des auteurs anciens;4;Histoire secrette de Neron ou le festin de Trimalcion, trad de Petrone par M. Lavour ‡ Paris 1726.;151657653;;1;151657661;M: Lh 1632;M: Lh 1632;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, Signatur IX. 5 in roter schrift;Tome 1 und 2 zsgebunden;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;lat;Histoire secrette de NÈron ou le festin de Trimalcion;1726;Paris;Paris;4044660-8;Paris;tgn/7008038;Petronius;Arbiter;Petronius;Q47180;male;118593293;M‰nnlich;;;;;;;;;Guillaume;Lavaur;142238791;M‰nnlich;;;;;;;;;;;;;
1267;189;187;IX. Arm 4 RangÈe in oktavo et duode- zimo - traductions des auteurs anciens;05. Jun;PensÈes de Seneque, recueil lies par M. de la Beaumelle ‡ Gotha 1754. T. I, 2.;151323194;;2;151323208;M: Lh 1945;M: Lh 1945;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;PensÈes;1754;Gotha;Gotha;4021652-4;Gotha;tgn/7184262;Lucius Annaeus;Seneca;Seneca;Q2054;male;118613200;M‰nnlich;;;;;;;;;Laurent Angliviel;La Beaumelle;116098600;M‰nnlich;;;;;;;;;;;;;
1268;189;187;IX. Arm 4 RangÈe in oktavo et duode- zimo - traductions des auteurs anciens;07. Okt;Histoire de Ciceron, trad de l' Anglois par M. Prevost ‡ Paris 1743. T. I-4.;67875149;;4;67875157;M: Lh 678;M: Lh 678;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, Signatur IX. 5 in roter schrift;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acus;fre;Histoire De Ciceron, TirÈe De Ses Ecrits Et Des Monumens De Son SiÈcle;1743;Paris;Paris;4044660-8;Paris;tgn/7008038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1269;189;187;IX. Arm 4 RangÈe in oktavo et duode- zimo - traductions des auteurs anciens;11;Lettres de Ciceron er de Brutus avec une prÈface critique, pour servir de supplement ‡ l' histoire de Ciceron ‡ Paris 1744.;67875149;;1;33758172X;M: Lh 678;M: Lh 678;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, Signatur IX. 5 in roter schrift;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acus;fre;Histoire De Ciceron, TirÈe De Ses Ecrits Et Des Monumens De Son SiÈcle;1744;Paris;Paris;4044660-8;Paris;tgn/7008038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1270;189;187;IX. Arm. 4. Rang in Oktavo;Dez 14;Lettres de Ciceron ‡ Atticus ‡ la Haye 1709 T. I-3.;151405131;;3;15140514X;M: Lh 370;;Literatur - Rˆmische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acr;fre;Les Lettres de Ciceron ‡ Atticus;1709;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Marcus Tullius;Cicero;Cicero;Q1541;male;118520814;M‰nnlich;;;;;;;;;CÈsar Vichard;Saint-RÈal;118794175;M‰nnlich;Nicolas Hubert;Mongault;Unbekannt;104303956;Titus Pomponius;Atticus;118504940;;;;;;
1271;189;187;IX. Arm. 4. Rang in Oktavo;15-17;Lettres familiËres de Ciceron, trad par l' abbÈ Prevost ‡ Paris 1745 T. I-3.;151409404;;3;151409412;M: Lh 369;M: Lh 369;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Acr;fre;Lettres ... qu'on nomme vulgairement familiÈres.;1745;Paris;Paris;4044660-8;Paris;tgn/7008038;Marcus Tullius;Cicero;Cicero;Q1541;male;118520814;M‰nnlich;;;;;;;;;Antoine FranÁois;PrÈvost d'Exilles;118596462;M‰nnlich;;;;;;;;;;;;;
1272;189;187;IX. Arm. 4. Rang in Oktavo;18-21;Lettres de Ciceron ‡ ses amis ‡ la Haye 1709 T. I-4.;227608720;;4;22760878X;M: Lh 368;;Literatur - Rˆmische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acu;fre;Les Lettres De Ciceron A Ses Amis;1709;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Marcus Tullius;Cicero;Cicero;Q1541;male;118520814;M‰nnlich;;;;;;;;;Johannes Georgius;Graevius;100156991;M‰nnlich;Louis;Maumenet;;;;;;;;;;;
1273;189;187;IX. Arm. 4. Rang in Oktavo;22;PensÈes de Ciceron, trad pour servir ‡ l' education de la jeunesse, par l' abbÈ d' Olivet ‡ Amsterdam 1746.;151399069;;1;151399069;M: Lh 359;M: Lh 359;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, Signatur Praun'scher Katalog;, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aar;lat;PensÈes de Ciceron;1746;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Marcus Tullius;Cicero;Cicero;Q1541;male;118520814;M‰nnlich;;;;;;;;;Pierre Joseph;Olivet;117122033;M‰nnlich;;;;;;;;;;;;;
1274;190;188;IX. Arm. 4. Rang in Oktavo;23-25;Entretiens de Ciceron sur la nature des Dieux ‡ Paris 1721. T. I-3.;151409889;;3;151409897;M: Lh 350;M: Lh 350;Literatur - Rˆmische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Entretiens de ... sur la nature des dieux.;1721;Paris;Paris;4044660-8;Paris;tgn/7008038;Marcus Tullius;Cicero;Cicero;Q1541;male;118520814;M‰nnlich;;;;;;;;;Pierre Joseph;Olivet;117122033;M‰nnlich;;;;;;;;;;;;;
1275;190;188;IX. Arm. 4. Rang in Oktavo;26;Entretiens de Ciceron sur les vrais biens et sur les vrais maux, trad. Par l' abbÈ Regnier Desmarais ‡ Paris 1721.;151409668;;1;151409668;M: Lh 361;M: Lh 361;Literatur - Rˆmische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Entretiens ... sur les vrais biens et sur les vrais maux.;1721;Paris;Paris;4044660-8;Paris;tgn/7008038;Marcus Tullius;Cicero;Cicero;Q1541;male;118520814;M‰nnlich;;;;;;;;;FranÁois-SÈraphin;RÈgnier-Desmarais;115653139;M‰nnlich;;;;;;;;;;;;;
1276;190;188;IX. Arm. 4. Rang in Oktavo;27;Ses  offices  de  Ciceron.  Haye 1692.;150800177;;1;150800177;M: Lh 352;;Literatur - Rˆmische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Les Offices de CicÈron. Traduits en franÁois sur la nouvelle Èdition latine de Graevius, avec des notes, et des sommaires des chapiters. Par l'autheur de la Traduction des lettres de S. Augustin;1692;LaHaye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Marcus Tullius;Cicero;Cicero;Q1541;male;118520814;M‰nnlich;;;;;;;;;Philippe;Du Bois- Goibaud;100755828;Unbekannt;Johannes Georgius;Graevius;M‰nnlich;100156991;;;;;;;;;
1277;190;188;IX. Arm. 4. Rang in Oktavo;28;TraitÈ de la divination de Ciceron, trad par l' abbÈ Regnier Desmarais ‡ Amst. 1711.;151404631;;1;151404631;M: Lh 349;;Literatur - Rˆmische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;TraitÈ De La Divination;1711;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Marcus Tullius;Cicero;Cicero;Q1541;male;118520814;M‰nnlich;;;;;;;;;FranÁois-SÈraphin;RÈgnier-Desmarais;115653139;M‰nnlich;;;;;;;;;;;;;
1278;190;188;IX. Arm. 4. Rang in Oktavo;29-30;Tusculanes de Ciceron trad par M. Bouhier et d' Olivet ‡ Paris 1737 T. I, 2.;15140450X;;2;151404518;M: Lh 357;M: Lh 357;Literatur - Rˆmische Literatur;Provenienzen bereits im OPAC nachgewiesen;;, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm;Acr;lat;Tusculanes.;1737;Paris;Paris;4044660-8;Paris;tgn/7008038;Marcus Tullius;Cicero;Cicero;Q1541;male;118520814;M‰nnlich;;;;;;;;;Jean;Bouhier;11943170X;M‰nnlich;Pierre Joseph;Olivet;M‰nnlich;117122033;;;;;;;;;
1279;190;188;IX. Arm. 4. Rang in Oktavo;31;Histoire de quatre Cicerons ‡ la Haye 1715.;15139251X;;1;15139251X;M: Lh 706;M: Lh 706;Literatur - Rˆmische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Histoire des quatre CicÈrons;1715;LaHaye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;FranÁois;MacÈ;FranÁois MacÈ;Q112191075;male;1055535306;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
