ID;Bibl. Eintrag;Schranknummer - Praun'scher Katalog;Rang - Praun'scher Katalog;Titelreihenfolge - Praun'scher Katalog;Systemtische Zuordnung - Praun'scher Katalog;Imagez‰hlung Digitalisat - Praun'scher Katalog;Katalogseitenz‰hlung- Praun'scher Katalog;Katalogeintrag Praun'scher Katalog;Erg‰nzungen zum Katalogeintrag - Praun'scher Katalog;ID - Katalog Ende 18. Jh.;Imagez‰hlung - Digitalisat Katalog Ende 18. Jh.;Katalogseitenz‰hlung - Katalog Ende 18. Jh.;Schrankposition - Katalog Ende 18. Jh.;Titelreihenfolge - Katalog Ende 18. Jh.;Katalogeintrag Katalog Ende 18. Jh.;PPN-Nummer Manifestationsebene;Anmerkungen - Praun'scher Katalog edit.;Bandz‰hlung - katalog¸bergreifend;PPN-Nummer Exemplarebene - Ex. 1;HAB  Exemplare;Sammlungszugehˆriges Exemplar mit Provenienzen;Aufstellungssystematik Mittlere Aufstellung;Signatur- und Provenienzpr¸fung;Ergebnis Magazin- und Provenienzpr¸fung;Alle im OPAC nachgewiesen Provenienzen HAB;Provenienz Zuordnung namentlich;Bibliographische Gattung und Status;Sprachcode;OPAC Haupttitel;Erscheinungsjahr;Erscheinungsort OPAC - 4030 -;Erscheinungsort normiert GND;Erscheinungsort GND-Nummer;Erscheinungsort normiert TGN;TGN-Nummer;1. Verfasser Vorname -3000;1. Verfasser Nachname - 3000;1. Verfasser normiert;Wikidata-ID;sex or gender;1. Verfasser GND-Nummer;Geschlecht;1. Weiterer Verfasser Vorname -3001;1. Weiterer Verfasser Nachname - 3001;1. Weiterer Verfasser GND - 3001 2;Geschlecht2;2. Weiterer Verfasser Vorname - 3002;2. Weiterer Verfasser Nachname - 3002;2. Weitere Verfasser GND - 3002 2;Geschlecht3;1. Weitere Person Vorname -3010;1. Weitere Person Nachname -3010;1. Weitere Person GND - 3010 2;Geschlecht4;2. Weitere Person Vorname - 3010;2. Weitere Person Nachname -3010;Geschlecht5;2. Weitere Person GND - 3010 2;1. Sonstige Person Vorname - 3050;1. Sonstige Person Nachname - 3050;1. Sonstige Person GND - 3050 2;2. Sonstige Person Vorname - 3050;2. Sonstige Person Nachname - 3050;2. Sonstige Person GND - 3050 2;3. Sonstige Person Vorname - 3050;3. Sonstige Person Nachname - 3050;4. Sonstige Person Nachname - 3050;3. Sonstige Person GND - 3050 2
1527;1511;;;;;;;;;804;128;126;VII Arm. 3 RangÈe in Quarto - Philoso- phie et MathÈma- tique;15;Relation du voyage aÎrien de M. Blanchard ‡ Bronsv. 1788.;150066007;;1;150066007;M: Gn 1220;;Geschichte - Braunschweig-L¸neburg, Niedersachsen;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;RÈlation du 32me voyage aÎrien ... fait a Bronswic le 10 aut 1788;1788;Berlin;Berlin;4005728-8;Berlin;tgn/7003712;Nicolas FranÁois;Blanchard;Blanchard, Nicolas FranÁois;;male;1055505210;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
1528;1512;;;;;;;;;806;128;126;VII. Arm. 3. Rang in Oktavo;18-19;Lettre ‡ une Princesse d' Allemagne sur divers sujets de physique et de philosophie ‡ Mietau 1770. T. I, 2.;150565801;;2;196176042;M: Nc 253;M: Nc 253;Naturwissenschaften - Physik;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acus;fre;Lettres A Une Princesse D'Allemagne Sur Divers Sujets de Physique & de Philosophie;1770;Mietau;Mitau;10108763-9;Jelgava;tgn/7006473;Leonhard;Euler;Leonhard Euler;Q7604;male;118531379;M‰nnlich;;;;;;;;;Friederike Charlotte Leopoldine Luise;Brandenburg-Schwedt, Prinzessin;128963867;Weiblich;;;;;;;;;;;;;;
1529;1513;;;;;;;;;807;128;126;VII. Arm. 3. Rang in Oktavo;20;Confidence philosophique ‡ Londres 1771.;151188068;;1;151188068;M: Lm 3615;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;Confidence Philosophique;1771;Londres [i.e. Genf];Genf;4020137-5;GenËve;tgn/7003746;Jacob;Vernes;Jacob Vernes;Q2267257;male;100635970;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
1530;1514;;;;;;;;;813;129;127;VII Arm. 3 RangÈe in Oktavo - Philo- sophie et;26;Recherches philosophiques par un membre de la sociÈte royale de Londres ‡ Rotterd. 1743.;150545096;;1;150545096;M: Lm 838c;M: Lm 838c;Literatur - Franzˆsische Literatur;Provenienzen bereits im OPAC nachgewiesen;;Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-L¸neburg, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm;Aar;fre;"Recherches philosophiques, sur la nÈcessitÈ de s'assurer par soi-meme de la veritÈ; sur la certitude de nos connoissances; et sur la nature des etres";1743;Rotterdam;Rotterdam;4050739-7;Rotterdam Zuid;tgn/7268776;ThÈmiseul;Saint-Hyacinthe;ThÈmiseul de Saint-Hyacinthe;Q3526294;male;119097672;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1531;1515;;;;;;;;;814;129;127;VII Arm. 3 RangÈe in Oktavo - Philo- sophie et;27;Grammaire des sciences philosophiques trad. de l' Anglois de Benj. Martin ‡ Paris 1749;220357889;;1;220357889;M: Va 273;M: Va 273;Philosophie - Geschichte, Gesamtausgaben;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Autogramm Montbail;;Provenienz: Dumas de Montbail <Familie>;Aaus;fre;Grammaire Des Sciences Philosophiques, Ou Analyse AbregÈe De La Philosophie Moderne, AppuyÈe Sur Les Experiences;1749;Paris;Paris;4044660-8;Paris;tgn/7008038;Benjamin;Martin;Benjamin Martin;Q4889008;male;123531306;M‰nnlich;;;;;;;;;Philippe-Florent;Puisieux;100690874;Unbekannt;;;;;;;;D. A. E.;P.;;;;;
1532;1516;;;;;;;;;816;129;127;VII Arm. 3 RangÈe in Oktavo - Philo- sophie et;29-30;Essai analytique sur les facultÈs de l' ame par Ch. Bonnet ‡ Coppenh. 1749 T. I, 2.;15142733X;;2;151427348;M: Lm 506 ;M: Lm 506 ;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acu;fre;Essai Analytique Sur Les FacultÈs De L'Ame;1769;Copenhague;Kopenhagen;4032399-7;K¯benhavn;tgn/7003474;Charles;Bonnet;Charles Bonnet;Q123565;male;118513303;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1533;1517;;;;;;;;;817;129;127;VII Arm. 3 RangÈe in Oktavo - Philo- sophie et;31;Recherches philosophiques sur les preuves du Christianismepar le mÍme ‡ GÈnËve 1770.;151427437;;1;151427437;M: Lm 512;M: Lm 512;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aau;fre;Recherches philosophiques sur les preuves du christianisme;1770;Geneve;Genf;4020137-5;GenËve;tgn/7003746;Charles;Bonnet;Charles Bonnet;Q123565;male;118513303;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1534;1518;;;;;;;;;818;129;127;VII Arm. 3 RangÈe in Oktavo - Philo- sophie et;32-33;La PalingÈnÈsie philosophique, par le mÍme ‡ GÈnËve 1769 T. I, 2.;151427380;;2;151427399;M: Lm 509;M: Lm 509;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;La PalingÈnÈsie philosophique, ou iddÈes sur l'Ètat passÈ et sur l'Ètat future des Ëtres vivans;1769;GenÈve;Genf;4020137-5;GenËve;tgn/7003746;Charles;Bonnet;Charles Bonnet;Q123565;male;118513303;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1535;1519;;;;;;;;;819;129;127;VII Arm. 3 RangÈe in Oktavo - Philo- sophie et;34;Bibliotheque des Dames par chev. Steele, trad. de l' Anglois ‡ Amst. 1767 T. I-3.;134822528;;1;235335509;M: Lq 1031;;Literatur - Englische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acu;fre;Bibliotheque Des Dames;1716;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;;;;;;;;;;;;;;;;Richard;Steele;118752936;M‰nnlich;FranÁois Michel;JaniÁon;Unbekannt;100188303;;;;;;;;;;
1536;1520;;;;;;;;;820;129;127;VII Arm. 3 RangÈe in Oktavo - Philo- sophie et;35;TraitÈ des delits et des peines trad. de l' Italien ‡ Philadelphie 1775.;150023863;;1;150023863;M: Rm 34;M: Rm 34;Recht - Strafrecht und Strafprozeﬂ;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aar;fre;TraitÈ des dÈlits et des peines;1775;Philadelphie [i.e.Paris];Paris;4044660-8;Paris;tgn/7008038;Cesare;Beccaria;Cesare Beccaria;Q223723;male;118855263;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1537;1521;;;;;;;;;821;130;128;VII Arm. 3 RangÈe in Oktavo - Philo- sophie et;36;Refutation du traitÈ des delits et de peines par M. de Vouglans ‡ Lausanne 1767.;223574988;;1;223574988;M: Rm 251, Xd 8∞ 473;M: Rm 251;Recht - Strafrecht und Strafprozeﬂ;Provenienzen bereits im OPAC nachgewiesen;;Supraexlibros von Herzogin Philippine Charlotte von Braunschweig-L¸neburg auf dem vorderen Einband, Unvollst‰ndig: Vorsatztitelbl. fehlt, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm;Aaus;fre;RÈfutation Des Principes hasardÈs dans le TraitÈ Des DÈlits Et Peines;1767;A Lausanne, & se trouve ‡ Paris;Lausanne;4034750-3;Lausanne;tgn/7007299;Pierre FranÁois;Muyart de Vouglans;Pierre-FranÁois Muyart de Vouglans;Q3383051;male;132234343;Unbekannt;;;;;;;;;Guillaume;Poncet de la Grave;140243917;Unbekannt;Nicolas;Desaint;M‰nnlich;1016123132;;;;;;;;;;
1538;1522;;;;;;;;;822;130;128;VII Arm. 3 RangÈe in Oktavo - Philo- sophie et;37;ElÈmens de philosophie morale, trad. de l' Anglois du Prof. Fordyee, par M. de Joncourt ‡ la Haye 1756.;13495730X;;1;13495730X;M: Vb 182;M: Vb 182;Philosophie - Einzeldarstellungen;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Autogramm Montbail;;Provenienz: Dumas de Montbail <Familie>;Aar;fre;Elemens de philosophie morale, traduits de l'Anglois du Prof. David Fordyce, et augmentÈs d'une dissertation sur les fondemens de l'autoritÈ de Dieu et sur la nature de l'obligation morale;1756;¿ la Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;David;Fordyce;David Fordyce;Q3017907;male;117520268;M‰nnlich;;;;;;;;;…lias;Joncourt;123440289;Unbekannt;;;;;;;;;;;;;;
1539;1523;;;;;;;;;825;130;128;VII Arm. 3 RangÈe in Oktavo - Philo- sophie et;40;Les lacunes de la philosophie ‡ Amsterd. 1783.;151580855;;1;151580855;M: Lm 1326;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Les Lacunes de la philosophie;1783;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;FranÁois Louis;Escherny;FranÁois d'Escherny;Q3086088;male;116569387;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1540;1524;;;;;;;;;828;131;129;VII Arm. 4 RangÈe in Oktavo - Philo- sophie et;3;Dialogue de morale ‡ l' usagÈ de la jeune noblesse ‡ Berlin 1770.;184312663;;1;184312663;M: Gm 777;;Geschichte - Deutsche Geschichte: Territorien und St‰dte;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aau;fre;Dialogue De Morale A L'Usage De La Jeune Noblesse;1770;A Berlin;Berlin;4005728-8;Berlin;tgn/7003712;Friedrich II.;Preuﬂen, Kˆnig;Frederick II of Prussia;Q33550;male;118535749;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1541;1525;;;;;;;;;829;131;129;VII Arm. 4 RangÈe in Oktavo - Philo- sophie et;4;Lettre sur l' Èducation ‡ Berlin 1770.;148810667;;1;148810667;M: Gm 795;;Geschichte - Deutsche Geschichte: Territorien und St‰dte;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aav;fre;Lettre Sur L'…ducation;1770;Berlin;Berlin;4005728-8;Berlin;tgn/7003712;Friedrich II.;Preuﬂen, Kˆnig;Frederick II of Prussia;Q33550;male;118535749;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1542;1526;;;;;;;;;831;131;129;VII Arm. 4 RangÈe in Oktavo - Philo- sophie et;6-7;Recherches philosophiques sur les Americains par M. de P. ‡ Berlin 1772 T. I, 2.;150742037;;2;150742045;M: Gx 91;M: Gx 91;Geschichte - Amerika;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;Recherches philosophiques sur les AmÈricains, ou MÈmoires intÈressants pour servir ‡ l'Histoire de l'Espece humaine;1772;Cleve;Kleve (Kreis Kleve);4031156-9;Kleve;tgn/7204841;Cornelius;Pauw;Cornelius de Pauw;Q324356;male;124060552;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1543;1527;;;;;;;;;832;131;129;VII Arm. 4 RangÈe in Oktavo - Philo- sophie et;8-9;Essais de ThÈodicÈe sur la bontÈ de Dieu, la libertÈ de l' homme et l' origine du mal par M. Leibnitz ‡ Amsterd. 1747 T. I, 2.;215861124;;2;215861167;M: Vb 370:1;;Philosophie - Einzeldarstellungen;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acus;fre;Essais De TheodicÈe Sur La BontÈ De Dieu, La LibertÈ De L'Homme Et L'Origine Du Mal;1747;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Gottfried Wilhelm;Leibniz;Gottfried Wilhelm Leibniz;Q9047;male;118571249;M‰nnlich;;;;;;;;;Louis;Jaucourt;119332388;M‰nnlich;;;;;;;;;;;;;;
1544;1528;;;;;;;;;835;132;130;VII Arm. 4 RangÈe in Oktavo - Philo- sophie et;12-15;Essais sur divers sujets de litterature et de morale par l' AbbÈ Trublet ‡ Amsterd. 1755. T. I-4.;151822395;;4;151822409;M: Lm 3563;M: Lm 3563;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acu;fre;Essais Sur Divers Sujets De LittÈrature Et De Morale;1755;A Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Nicolas-Charles-Joseph;Trublet;Nicolas-Charles-Joseph Trublet;Q3339949;male;119458063;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1545;1529;;;;;;;;;839;132;130;VII Arm. 4 RangÈe in Oktavo - Philo- sophie et;24;Nouvelle thÈorie des plaisirs par M. Sulzer avec des reflexions de M. Kaestner 1767.;235378801;;1;235378801;M: Vb 631;M: Vb 631;Philosophie - Einzeldarstellungen;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Autogramm Montbail;;Provenienz: Dumas de Montbail <Familie>;Aaus;fre;Nouvelle ThÈorie Des Plaisirs;1767;[S.l.];ohne Ort;;;;Johann Georg;Sulzer;Johann Georg Sulzer;Q116036;male;11879941X;M‰nnlich;;;;;;;;;Abraham Gotthelf;K‰stner;118714570;M‰nnlich;;;;;;;;;;;;;;
1546;1530;;;;;;;;;840;132;130;VII Arm. 4 RangÈe in Oktavo - Philo- sophie et;25;Dictionnaire philosophique portatif. Lion 1756.;150792220;;1;150792220;M: Lm 790f;M: Lm 790f;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aaus;fre;Dictionnaire Philosophique, Portatif, Ou Introduction A La Connoissance De L'Homme;1756;A Lyon;Lyon;4036770-8;Lyon;tgn/8728756;Didier-Pierre;Chicaneau de NeuvillÈ;Chicaneau de NeuvillÈ, Didier-Pierre;;male;115650245;M‰nnlich;;;;;;;;;Jean-Marie;Bruyset;1037563018;M‰nnlich;;;;;;;;;;;;;;
1547;1531;;;;;;;;;849;133;131;VII Arm. 4 RangÈe in Oktavo - Philo- sophie et;42-43;De la sociabilitÈ par l' AbbÈ Pluquet ‡ Paris 1767. T. I, 2.;150950209;;2;589414879;M: Lm 2865:1;M: Lm 2865:1;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acus;fre;De la SociabilitÈ;1767;Paris;Paris;4044660-8;Paris;tgn/7008038;FranÁois-AndrÈ-Adrien;Pluquet;FranÁois-AndrÈ-Adrien Pluquet;Q130504;male;118104306;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
1548;1532;;;;;;;;;852;134;132;VII. Arm. 5 RangÈe in Oktavo;1;Dialogues sur la religion naturelle par David Hume. Edimbourg 1779.;151590885;;1;151590885;M: Te 600;;Staatswissenschaften - Dogmatik;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;Dialogues Sur La Religion Naturelle;1779;Edimbourg [i.e. Paris];Paris;4044660-8;Paris;tgn/7008038;David;Hume;David Hume;Q37160;male;118554735;M‰nnlich;;;;;;;;;Paul Henri Thiry;Holbach;118706403;M‰nnlich;;;;;;;;;;;;;;
1549;1533;;;;;;;;;853;134;132;VII. Arm. 5 RangÈe in Oktavo;2;Essais historiques sur la morale des anciens et des modernes par M. le Prieur d' Apligny ‡ Paris 1772.;151036381;;1;151036381;M: Lm 2220;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Essais historiques sur la morales des anciens et des modernes;1772;Paris;Paris;4044660-8;Paris;tgn/7008038;...;Le Pileur D'Apligny;Le Pileur D'Apligny, ...;;unbekannt;128636823;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
1550;1534;;;;;;;;;856;134;132;VII. Arm. 5 RangÈe in Oktavo;16-17;TraitÈ des sensations par l' AbbÈ de Condillac ‡ Londres 1754 T. I, 2.;150806833;;2;150806841;M: Lm 817;M: Lm 817;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;TraitÈ des sensations, ‡ Mme la Comtesse de VassÈ;1754;Londres;London;4074335-4;London;tgn/7011781;Etienne Bonnot;Condillac;…tienne Bonnot de Condillac;Q272119;male;118521756;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1551;1535;;;;;;;;;857;135;133;VII Arm. 5 RangÈe in Oktavo - Philo- sophie et;18-19;L' Anti-Lucrece, poÎme sur la religion naturelle par le cardinal de Polignac, trad. par M. de Bougainville ‡ Brux. 1760 T. I, 2.;150171846;;2;150171854;M: Lm 2880;M: Lm 2880;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;L'Anti-LucrcÃÄe;1760;Bruxelles;Br¸ssel;4008460-7;Bruxelles;tgn/7007868;Melchior;Polignac;Melchior de Polignac;Q1247737;male;119226987;M‰nnlich;;;;;;;;;Jean-Pierre;Bougainville;123565715;Unbekannt;;;;;;;;;;;;;;
1552;1536;;;;;;;;;864;135;133;VII Arm. 5 RangÈe in Oktavo - Philo- sophie et;34-35;Contemplation de la nature par C. Bonnet ‡ GÈnËve 1770 T. I, 2.;151427305;;2;151427313;M: Lm 505;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acr;fre;Contemplation de la nature;1770;GenÈve;Genf;4020137-5;GenËve;tgn/7003746;Charles;Bonnet;Charles Bonnet;Q123565;male;118513303;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1553;1537;;;;;;;;;871;136;134;VII Arm. 5 RangÈe in Oktavo - Philo- sophie et;43-44;Oeuvres philosophiques et literaires de M. de Meilhan ‡ Hambourg 1795 T. I, 2.;15084333X;;2;253528755;M: Lm 3385;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acus;fre;Oeuvres Philosophiques Et LitÈraires De Mr. De Meilhan, Ci-Devant Intendant Du Pays D'Aunis, De Provence, Avignon, Et Du Haynault, Et Intendant GÈnÈral De La Guerre Et Des ArmÈes Du Roi De France Etc.;1795;Hambourg;Hamburg;4023118-5;Hamburg;tgn/7179586;Gabriel;SÈnac de Meilhan;Gabriel SÈnac de Meilhan;Q3093966;male;119490560;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1554;1538;;;;;;;;;872;136;134;VII Arm. 5 RangÈe in Oktavo - Philo- sophie et;45;Le monde son origine et son antiquitÈ. De l' ame et de son immortalitÈ ‡ Londres 1778.;15049923X;;1;15049923X;M: Ne 106;;Naturwissenschaften - Astronomie;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Le Monde, son origine, et son antiquitÈ;1778;Londres;London;4074335-4;London;tgn/7011781;Jean FrÈdÈric;Bernard;Jean FrÈdÈric Bernard;Q1685538;male;10007832X;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
1555;1539;;;;;;;;;874;137;135;VII Arm. 6 RangÈe in Oktavo - Philo- sophie et;2;Tableau philosophique du genre humain, trad. de l' Anglois ‡ Londres 1767 T. I-3.;151304432;;1;151304440;M: Lm 520;;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acus;fre;Tableau Philosophique, Du Genre Humain Depuis L'Origine Du Monde, Jusqu'a Constantin;1767;Londres;London;4074335-4;London;tgn/7011781;Charles;Bordes;Charles Borde;Q2958578;male;142492299;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
1556;1540;;;;;;;;;876;137;135;VII Arm. 6 RangÈe in Oktavo - Philo- sophie et;7-13;Oeuvres diverses de Pope trad. de l' Anglois ‡ Vienne 1761 T. I-7.;226603202;;7;226603474;M: Lq 734:1;M: Lq 734:1;Literatur - Englische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acv;fre;Oeuvres Diverses De Pope;1761;Vienne En Autriche;Wien;4066009-6;Wien;tgn/1131789;Alexander;Pope;Alexander Pope;Q164047;male;118595741;M‰nnlich;;;;;;;;;Johann Thomas;Trattner;118760726;M‰nnlich;;;;;;;;;;;;;;
1557;1541;;;;;;;;;917;142;140;VII Arm. 7 RangÈe in Oktavo - Philo- sophie et;22;PensÈes sur l' interprÈtation de la nature 1754.;151912777;;1;151912777;M: Na 165;M: Na 165;Medizin -  Neurologie, Psychiatrie, Sexualforschung;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aaus;fre;PensÈes Sur L'Interpretation De La Nature;1754;[S.l.];ohne Ort;;;;Denis;Diderot;Denis Diderot;Q448;male;118525263;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1558;1542;;;;;;;;;944;147;145;VIII Arm. I RangÈe;1;Berengarius Taronensis. Ein Manuscript in der Wolfenb¸ttelschen Bibliothek, herausgegeben von G. E. Leﬂing 1770.;150898770;;1;150898770;M: Lo 4521, M: Lo 4521.1, M: Lo 4521.2, H: S 289c.4∞ Helmst.;;Literatur - Deutsche Literatur, alphabetisch nach Verfassern;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aavs;ger;Berengarius Turonensis: oder Ank¸ndigung eines wichtigen Werkes desselben, wovon in der Herzoglichen Bibliothek zu Wolfenb¸ttel ein Manuscript befindlich, welches bisher vˆllig unerkannt geblieben;1770;Braunschweig;Braunschweig;4008065-1;Braunschweig;tgn/1002197;Gotthold Ephraim;Lessing;Gotthold Ephraim Lessing;Q34628;male;118572121;M‰nnlich;;;;;;;;;;;;;;;;;Berengar;von Tours;118655825;;;;;;;
1559;1543;;;;;;;;;945;147;145;VIII Arm. I RangÈe;2-3;Desen Laokoon. Berlin 1766. T. I, 2.;Titel nicht eindeutig identifizierbar;;2;;;;;;;;;;de;;1766;Berlin;Berlin;4005728-8;Berlin;tgn/7003712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1560;1544;;;;;;;;;946;147;145;VIII Arm. I RangÈe;4;Wie die Alten den Tod gebildet, von demselben. Berlin 1769.;150899947;;1;150899947;M: Lo 4611, M: Lo 4611.1, Wi 61;;Literatur - Deutsche Literatur, alphabetisch nach Verfassern;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;Ex. aus d. Besitz von Friedrich Lessing, lt Exlibris, Sammlung Pepping, Etikett mit Monogramm von Ernst Pepping;;Aaus;ger;Wie die Alten den Tod gebildet;1769;Berlin;Berlin;4005728-8;Berlin;tgn/7003712;Gotthold Ephraim;Lessing;Gotthold Ephraim Lessing;Q34628;male;118572121;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1561;1545;;;;;;;;;947;147;145;VIII Arm. I RangÈe;5-6;Deselben  theatralische  Bibliothek. 2 B‰nde. Berlin 1754;236781901;;2;236781901;M: Lo 4578;;Literatur - Deutsche Literatur, alphabetisch nach Verfassern;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Abv;ger;Gotth. Ephr. Leﬂings theatralische Bibliothek;1754;Berlin;Berlin;4005728-8;Berlin;tgn/7003712;Gotthold Ephraim;Lessing;Gotthold Ephraim Lessing;Q34628;male;118572121;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
1562;1546;;;;;;;;;948;147;145;VIII Arm. I RangÈe;7-8;Deselben Hamburgsche Dramaturgin 2 B‰nde.;Titel nicht eindeutig identifizierbar;;2;;;;;;;;;;de;;;n.v.;ohne Ort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
